locus_tag	ftype	length_bp	gene	EC_number	COG	product
ANC_00404	CDS	714	lpxT			protein with low undecaprenyl pyrophosphate phosphatase activity
ANC_00405	CDS	987	yeiR			zinc-binding GTPase
ANC_00406	CDS	1467	yeiQ			putative dehydrogenase, NAD-dependent
ANC_00407	CDS	573	yeiP_1			putative dehydrogenase, NAD-dependent
ANC_00408	CDS	255				hypothetical protein
ANC_00409	CDS	1182	setB			sugar / lactose efflux transporter SetB
ANC_00410	CDS	1131	fruB_1			fructose PTS permease - FruB subunit
ANC_00411	CDS	939	fruK	2.7.1.56		1-phosphofructokinase monomer
ANC_00412	CDS	1692	fruA	2.7.1.69		fructose PTS permease - FruA subunit
ANC_00413	CDS	942	psuK	2.7.1.83		putative pseudouridine kinase
ANC_00414	CDS	939	psuG			putative pseudouridine 5'-phosphate glycosidase
ANC_00415	CDS	1251	yeiM			YeiM NUP transporter
ANC_00416	CDS	699	yeiL			YeiL DNA-binding transcriptional activator
ANC_00417	CDS	942	rihB			ribonucleoside hydrolase 2 (pyrimidine-specific)
ANC_00418	CDS	1251	nupX			putative pyrimidine nucleoside transporter
ANC_00419	CDS	1089	yeiI			putative kinase
ANC_00420	CDS	858	nfo	3.1.21.2		endonuclease IV
ANC_00421	CDS	1050				hypothetical protein
ANC_00422	CDS	882	yeiE			LYSR-type transcriptional regulator
ANC_00423	CDS	1470	lysP			lysine:H+ symporter
ANC_00424	CDS	1992	cirA			outer membrane receptor involved in uptake of ferric dihyroxybenzoylserine
ANC_00425	CDS	837	yeiG	3.1.2.12		S-lactoylglutathione hydrolase / S-formylglutathione hydrolase
ANC_00426	CDS	669	folE	3.5.4.16		GTP cyclohydrolase I monomer
ANC_00427	CDS	1158				hypothetical protein
ANC_00428	CDS	1041	galS			GalS DNA-binding transcriptional dual regulator
ANC_00429	CDS	999	mglB			galactose ABC transporter - periplasmic binding protein
ANC_00430	CDS	1521	mglA	3.6.3.17		galactose ABC transporter - ATP binding subunit
ANC_00431	CDS	1011	mglC			galactose ABC transporter - membrane subunit
ANC_00432	CDS	1236	preA	1.3.1.1		NADH-dependent dihydropyrimidine dehydrogenase subunit
ANC_00433	CDS	1239	preT	1.3.1.1		NADH-dependent dihydropyrimidine dehydrogenase subunit
ANC_00434	CDS	240	yeiS			putative inner membrane protein
ANC_00435	CDS	720	sanA			vancomycin sensitivity
ANC_00436	CDS	885	cdd	3.5.4.5		cytidine deaminase
ANC_00437	CDS	696	yohK			putative seritonin transporter
ANC_00438	CDS	399				hypothetical protein
ANC_00439	CDS	948	dusC			tRNA-dihydrouridine synthase C
ANC_00440	CDS	264	cedA			cell division modulator
ANC_00441	CDS	2262	katE	1.11.1.6		heme d synthase / hydroperoxidase
ANC_00442	CDS	750	chbG			chito-oligosaccharide mono-deacetylase
ANC_00443	CDS	1353	chbF	3.2.1.86		monoacetylchitobiose-6-phosphate hydrolase
ANC_00444	CDS	840	chbR			ChbR DNA-binding transcriptional dual regulator
ANC_00445	CDS	351	chbA			chitobiose / cellobiose PTS permease - ChbA subunit
ANC_00446	CDS	1359	chbC			chitobiose / cellobiose PTS permease - ChbC subunit
ANC_00447	CDS	321	chbB	2.7.1.69		chitobiose / cellobiose PTS permease - ChbB subunit
ANC_00448	CDS	339	osmE			osmotically inducible protein OsmE
ANC_00449	CDS	828	nadE	6.3.1.5		NAD synthetase, NH3-dependent
ANC_00450	CDS	888	cho			endonuclease of nucleotide excision repair
ANC_00451	CDS	576				hypothetical protein
ANC_00452	CDS	486	spy			ATP independent periplasmic chaperone
ANC_00453	CDS	969	astE	3.5.1.96		succinylglutamate desuccinylase
ANC_00454	CDS	1344	astB	3.5.3.23		succinylarginine dihydrolase
ANC_00455	CDS	1479	astD	1.2.1.71		aldehyde dehydrogenase
ANC_00456	CDS	1035	astA	2.3.1.109		arginine succinyltransferase
ANC_00457	CDS	1221	astC	2.6.1.81		succinylornithine transaminase
ANC_00458	CDS	807	xthA	3.1.11.2		exonuclease III
ANC_00459	CDS	711	ydjX			putative inner membrane protein
ANC_00460	CDS	618	ydjY			putative protein
ANC_00461	CDS	708				hypothetical protein
ANC_00462	CDS	549				hypothetical protein
ANC_00463	CDS	1167				hypothetical protein
ANC_00464	CDS	1536	ynjC			YnjC/YnjD ABC transporter
ANC_00465	CDS	654	ynjD			YnjC/YnjD ABC transporter
ANC_00466	CDS	1308	ynjE	2.8.1.1		molybdopterin synthase sulfurtransferase
ANC_00467	CDS	621	ynjF			putative phosphatidyl transferase, inner membrane protein
ANC_00468	CDS	408	nudG			oxidized nucleoside triphosphate pyrophosphohydrolase
ANC_00469	CDS	273	ynjH			putative protein
ANC_00470	CDS	1344	gdhA	1.4.1.4		glutamate dehydrogenase
ANC_00471	CDS	1041	ynjI			putative inner membrane protein
ANC_00472	CDS	1962	topB	5.99.1.2		DNA topoisomerase III
ANC_00473	CDS	1044	selD	2.7.9.3		selenide, water dikinase
ANC_00474	CDS	552	ydjA			putative oxidoreductase
ANC_00475	CDS	1857	sppA			protease IV
ANC_00476	CDS	1017	ansA	3.5.1.1		asparaginase I
ANC_00477	CDS	642	pncA	3.5.1.19		pyrazinamidase / nicotinamidase
ANC_00478	CDS	1359	ydjE			YdjE MFS transporter
ANC_00479	CDS	759	ydjF			putative DNA-binding transcriptional regulator
ANC_00480	CDS	981	ydjG			methylglyoxal reductase (NADH-dependent)
ANC_00481	CDS	948	ydjH			putative kinase
ANC_00482	CDS	837	ydjI			putative aldolase
ANC_00483	CDS	1044	ydjJ			putative oxidoreductase, Zn-dependent and NAD(P)-binding
ANC_00484	CDS	1380	ydjK			putative transporter
ANC_00485	CDS	1077	ydjL			putative oxidoreductase, Zn-dependent and NAD(P)-binding
ANC_00486	CDS	273				hypothetical protein
ANC_00487	CDS	414	msrB	1.8.4.12		methionine sulfoxide reductase B
ANC_00488	CDS	996	gapA_1	1.2.1.12		glyceraldehyde 3-phosphate dehydrogenase-A monomer
ANC_00489	CDS	885				hypothetical protein
ANC_00490	CDS	855	yeaE			methylglyoxal reductase
ANC_00491	CDS	747	mipA			scaffolding protein that interacts with murein polymerase and murein hydrolase
ANC_00492	CDS	1806	yeaG			protein kinase
ANC_00493	CDS	1284				hypothetical protein
ANC_00494	CDS	858				hypothetical protein
ANC_00495	CDS	237	ydhI			putative inner membrane protein
ANC_00496	CDS	435	slyA			SlyA DNA-binding transcriptional activator
ANC_00497	CDS	468	slyB			outer membrane lipoprotein
ANC_00498	CDS	1110	anmK			anhydro-N-acetylmuramic acid kinase
ANC_00499	CDS	141	mliC_1			inhibitor of c-type lysozyme, predicted lipoprotein
ANC_00500	CDS	222	mliC_2			inhibitor of c-type lysozyme, predicted lipoprotein
ANC_00501	CDS	657	pdxH	1.4.3.5		pyridoxine 5'-phosphate oxidase / pyridoxamine 5'-phosphate oxidase
ANC_00502	CDS	1275	tyrS	6.1.1.1		tyrosyl-tRNA synthetase
ANC_00503	CDS	861	pdxY	2.7.1.35		pyridoxal kinase 2
ANC_00504	CDS	606	gstA	2.5.1.18		Gst
ANC_00505	CDS	1503	tppB			tripeptide / dipeptide:H+ symporter
ANC_00506	CDS	201				hypothetical protein
ANC_00507	CDS	636	nth	4.2.99.18		endonuclease III; specific for apurinic and/or apyrimidinic sites
ANC_00508	CDS	696	rsxE			integral membrane protein of SoxR-reducing complex
ANC_00509	CDS	621	rsxG			member of SoxR-reducing complex
ANC_00510	CDS	1059	rsxD			integral membrane protein of SoxR-reducing complex
ANC_00511	CDS	2031	rsxC			member of SoxR-reducing complex
ANC_00512	CDS	579	rsxB			member of SoxR-reducing complex
ANC_00513	CDS	582	rsxA			integral membrane protein of SoxR-reducing complex
ANC_00514	CDS	441				hypothetical protein
ANC_00515	CDS	216	cnu			H-NS- and StpA-binding protein
ANC_00516	CDS	1041	ydgJ			YdgJ
ANC_00517	CDS	1002	add	3.5.4.4		adenosine deaminase
ANC_00518	CDS	1173	malY	4.4.1.8		bifunctional beta-cystathionase, PLP-dependent and regulator of maltose regulon
ANC_00519	CDS	1593	malX	2.7.1.69		maltose / glucose PTS permease - MalX subunit
ANC_00520	CDS	1029	malI			MalI DNA-binding transcriptional repressor
ANC_00521	CDS	768	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
ANC_00522	CDS	579	uidR			UidR DNA-binding transcriptional repressor
ANC_00523	CDS	1812	uidA	3.2.1.31		beta-D-glucuronidase
ANC_00524	CDS	1374	uidB			glucuronide:H+ symporter
ANC_00525	CDS	1266	uidC			membrane-associated protein
ANC_00526	CDS	96				hypothetical protein
ANC_00527	CDS	1509				hypothetical protein
ANC_00528	CDS	1176	manA	5.3.1.8		mannose-6-phosphate isomerase
ANC_00529	CDS	1647	fumA	4.2.1.2		fumarase A monomer
ANC_00530	CDS	1404	fumC	4.2.1.2		fumarase C monomer
ANC_00531	CDS	930	tus			DNA-binding protein; inhibition of replication at Ter sites
ANC_00532	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
ANC_00533	CDS	720	yedW_2			putative DNA-binding response regulator in two-component system with YedV
ANC_00534	CDS	336	ydgC			hypothetical protein
ANC_00535	CDS	723	folM	1.5.1.3		dihydromonapterin reductase / dihydrofolate reductase
ANC_00536	CDS	1383	ydgI			ArcD APC transporter
ANC_00537	CDS	945	ydgH			putative protein
ANC_00538	CDS	1533	pntA	1.6.1.2		pyridine nucleotide transhydrogenase, alpha subunit
ANC_00539	CDS	1389	pntB	1.6.1.2		pyridine nucleotide transhydrogenase, beta subunit
ANC_00540	CDS	1035	tqsA			quorum signal AI-2 exporter
ANC_00541	CDS	366	mdtJ			spermidine efflux transporter - MdtJ subunit
ANC_00542	CDS	330	mdtI			spermidine efflux transporter - MdtI subunit
ANC_00543	CDS	822	ydgD			putative peptidase
ANC_00544	CDS	309	asr			acid shock protein
ANC_00545	CDS	1254	ynfM			putative transport protein YnfM
ANC_00546	CDS	894	ynfL			putative DNA-binding transcriptional regulator
ANC_00547	CDS	1221	mlc			Mlc DNA-binding transcriptional repressor
ANC_00548	CDS	696	ynfK	6.3.3.3		putative dethiobiotin synthetase
ANC_00549	CDS	372	clcB			chloride ion transporter ClcB
ANC_00550	CDS	2244	fhuA			ferrichrome / phage / antibiotic outer membrane porin FhuA
ANC_00551	CDS	798	fhuC	3.6.3.34		iron (III) hydroxamate ABC transporter - ATP binding subunit
ANC_00552	CDS	891	fhuD			iron (III) hydroxamate ABC transporter - periplasmic binding protein
ANC_00553	CDS	1983	fhuB			iron (III) hydroxamate ABC transporter - membrane subunit
ANC_00554	CDS	1281	hemL	5.4.3.8		glutamate-1-semialdehyde aminotransferase
ANC_00555	CDS	1422	clcA			chloride:H+ antiporter ClcA
ANC_00556	CDS	345	erpA			essential respiratory protein A
ANC_00557	CDS	624				hypothetical protein
ANC_00558	CDS	801	btuF			vitamin B12 ABC transporter - periplasmic binding protein
ANC_00559	CDS	699	mtn	3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase monomer
ANC_00560	CDS	1518	dgt	3.1.5.1		deoxyguanosine triphosphate triphosphohydrolase
ANC_00561	CDS	1425	degP			serine protease Do
ANC_00562	CDS	1158	cdaR			CdaR DNA-binding transcriptional activator
ANC_00563	CDS	387				hypothetical protein
ANC_00564	CDS	813	yaeI			phosphodiesterase
ANC_00565	CDS	825	dapD	2.3.1.117		tetrahydrodipicolinate succinylase subunit
ANC_00566	CDS	2673	glnD	2.7.7.59		[protein-PII] uridylyltransferase
ANC_00567	CDS	795	map			methionine aminopeptidase
ANC_00568	CDS	726	rpsB			30S ribosomal subunit protein S2
ANC_00569	CDS	852	tsf			protein chain elongation factor EF-Ts
ANC_00570	CDS	726	pyrH	2.7.4.22		uridylate kinase
ANC_00571	CDS	558	frr			ribosome recycling factor
ANC_00572	CDS	1197	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
ANC_00573	CDS	759	ispU	2.5.1.31		subunit of undecaprenyl diphosphate synthase
ANC_00574	CDS	153				hypothetical protein
ANC_00575	CDS	750	cdsA	2.7.7.41		CDP-diglyceride synthetase
ANC_00576	CDS	1353	rseP			RseP zinc protease, signal peptide peptidase
ANC_00577	CDS	2433	bamA			Outer Membrane Protein Assembly Complex - BamA subunit
ANC_00578	CDS	486	hlpA			periplasmic chaperone
ANC_00579	CDS	1026	lpxD			UDP-3-O-(R-3-hydroxymyristoyl)-glucosamine N-acyltransferase
ANC_00580	CDS	456	fabZ			3-hydroxy-acyl-[acyl-carrier-protein] dehydratase
ANC_00581	CDS	789	lpxA	2.3.1.129		UDP-N-acetylglucosamine acyltransferase
ANC_00582	CDS	1149	lpxB	2.4.1.182		lipid A disaccharide synthase
ANC_00583	CDS	597	rnhB	3.1.26.4		RNAse HII, degrades RNA of DNA-RNA hybrids
ANC_00584	CDS	3483	dnaE	2.7.7.7		DNA polymerase III, alpha subunit
ANC_00585	CDS	960	accA	6.4.1.2		acetyl-CoA carboxyltransferase, alpha subunit
ANC_00586	CDS	2142	ldcC	4.1.1.18		lysine decarboxylase 2
ANC_00587	CDS	390	yaeR			putative lyase
ANC_00588	CDS	1299	tilS			tRNAIle-lysidine synthetase
ANC_00589	CDS	261	rof			modulator of Rho-dependent transcription termination
ANC_00590	CDS	201				hypothetical protein
ANC_00591	CDS	546				hypothetical protein
ANC_00592	CDS	423	arfB	3.1.1.29		peptidyl-tRNA hydrolase, ribosome rescue factor
ANC_00593	CDS	711	nlpE			outer membrane lipoprotein NlpE, involved in surface sensing
ANC_00594	CDS	825	yaeF			putative lipoprotein
ANC_00595	CDS	1719	proS	6.1.1.15		prolyl-tRNA synthetase
ANC_00596	CDS	708				hypothetical protein
ANC_00597	CDS	405	rcsF			RcsF outer membrane lipoprotein
ANC_00598	CDS	816	metQ			l-methionine / D-methionine ABC transporter - periplasmic binding protein
ANC_00599	CDS	654	metI			L-methionine / D-methionine ABC transporter - membrane subunit
ANC_00600	CDS	1032	metN			L-methionine / D-methionine ABC transporter - ATP binding subunit
ANC_00601	CDS	573	gmhB			D,D-heptose 1,7-bisphosphate phosphatase
ANC_00602	CDS	681	ynaI			mechanosensitive channel YnaI monomer
ANC_00603	CDS	1614	mppA			murein tripeptide ABC transporter OppBCDFMppA - periplasmic binding protein
ANC_00604	CDS	900	ycjZ			putative transcriptional regulator LysR-type
ANC_00605	CDS	921	ycjY			putative hydrolase
ANC_00606	CDS	183	ymjC			putative oxidoreductase
ANC_00607	CDS	729	mpaA			murein peptide amidase A
ANC_00608	CDS	966	ycjG			L-Ala-D/L-Glu epimerase
ANC_00609	CDS	507	tpx			lipid hydroperoxide peroxidase
ANC_00610	CDS	1542	tyrR			TyrR DNA-binding transcriptional dual regulator
ANC_00611	CDS	1062				hypothetical protein
ANC_00612	CDS	1398				hypothetical protein
ANC_00613	CDS	999	ycjW			putative DNA-binding transcriptional regulator, LacI type
ANC_00614	CDS	906	ompG			outer membrane porin OmpG
ANC_00615	CDS	1083	ycjV			putative sugar transporter subunit: ATP-binding component of ABC superfamily protein
ANC_00616	CDS	660	ycjU	5.4.2.6		beta-phosphoglucomutase
ANC_00617	CDS	2268	ycjT			putative hydrolase
ANC_00618	CDS	1056	ycjS			putative oxidoreductase, NADH-binding
ANC_00619	CDS	789	ycjR			putative enzyme
ANC_00620	CDS	1053	ycjQ			putative oxidoreductase, Zn-dependent and NAD(P)-binding
ANC_00621	CDS	843	ycjP			YcjN/YcjO/YcjP ABC transporter
ANC_00622	CDS	882	ycjO			YcjN/YcjO/YcjP ABC transporter
ANC_00623	CDS	1293	ycjN			YcjN/YcjO/YcjP ABC transporter
ANC_00624	CDS	1680	ycjM	2.4.1.7		putative glucosyltransferase
ANC_00625	CDS	315	pspE	2.8.1.1		thiosulfate sulfurtransferase
ANC_00626	CDS	222	pspD			peripheral inner membrane phage-shock protein
ANC_00627	CDS	360	pspC			PspC transcriptional regulator; toxin of a PspC-PspB toxin-antitoxin pair
ANC_00628	CDS	225	pspB			stimulates PspC-mediated transcriptional activation of the psp operon; antitoxin of a PspC-PspB toxin-antitoxin pair
ANC_00629	CDS	669	pspA			regulatory protein for the phage shock protein operon
ANC_00630	CDS	978	pspF			PspF transcriptional dual regulator
ANC_00631	CDS	1266	puuE	2.6.1.19		4-aminobutyrate aminotransferase
ANC_00632	CDS	1281	puuB			gamma-glutamylputrescine oxidase
ANC_00633	CDS	1488	puuC_1	1.2.1.5		gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase
ANC_00634	CDS	558	puuR			DNA-binding transcriptional repressor
ANC_00635	CDS	753	puuD	3.5.1.94		gamma-glutamyl-gamma-aminobutyrate hydrolase
ANC_00636	CDS	1419	puuA_1	6.3.1.11		glutamate-putrescine ligase
ANC_00637	CDS	1386	puuP			putrescine:H+ symporter PuuP
ANC_00638	CDS	246	ymjA			putative protein
ANC_00639	CDS	1644	sapA			peptide ABC transporter SapABCDF - periplasmic binding protein
ANC_00640	CDS	966	sapB			peptide ABC transporter SapABCDF - membrane subunit
ANC_00641	CDS	891	sapC			peptide ABC transporter SapABCDF - membrane subunit
ANC_00642	CDS	993	sapD			peptide ABC transporter SapABCDF - ATP binding subunit
ANC_00643	CDS	807	sapF			peptide ABC transporter SapABCDF - ATP binding subunit
ANC_00644	CDS	789	fabI	1.3.1.9		enoyl-[acyl-carrier-protein] reductase
ANC_00645	CDS	1128	yciW			putative oxidoreductase
ANC_00646	CDS	1935	rnb	3.1.13.1		ribonuclease II
ANC_00647	CDS	1986	gmr	3.1.4.52		modulator of RNase II stability
ANC_00648	CDS	174	yciZ			hypothetical protein
ANC_00649	CDS	552	ygeQ			putative protein
ANC_00650	tRNA	74				tRNA-Gly(ccc)
ANC_00651	CDS	756	ygeR			putative lipoprotein; predicted DNA-binding transcriptional regulator
ANC_00652	CDS	2298	xdhA	1.17.1.4		xanthine dehydrogenase subunit
ANC_00653	CDS	879	xdhB	1.17.1.4		xanthine dehydrogenase subunit, FAD-binding domain
ANC_00654	CDS	480	xdhC			xanthine dehydrogenase, Fe-S subunit
ANC_00655	CDS	1779	ygeV			putative transcriptional regulator
ANC_00656	CDS	1188	ygeW			putative carbamoyltransferase
ANC_00657	CDS	1197	ygeX	4.3.1.15		2,3-diaminopropionate ammonia-lyase
ANC_00658	CDS	1212	ygeY			putative peptidase
ANC_00659	CDS	1386	hyuA			phenylhydantoinase monomer
ANC_00660	CDS	933	yqeA_1			putative amino acid kinase
ANC_00661	CDS	1626				hypothetical protein
ANC_00662	CDS	771				hypothetical protein
ANC_00663	CDS	579	mocA			CTP:molybdopterin cytidylyltransferase
ANC_00664	CDS	3099	ygfK			putative oxidoreductase, Fe-S subunit
ANC_00665	CDS	1329	ssnA			putative chlorohydrolase/aminohydrolase
ANC_00666	CDS	780	ygfM			putative oxidoreductase
ANC_00667	CDS	2871	xdhD			fused predicted xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit
ANC_00668	CDS	1401	xanQ			xanthine:H+ symporter XanQ
ANC_00669	CDS	1317	guaD	3.5.4.3		guanine deaminase
ANC_00670	CDS	1368	ygfQ			putative transporter
ANC_00671	CDS	489	ygfS			putative oxidoreductase, 4Fe-4S ferredoxin-type subunit
ANC_00672	CDS	1920	ygfT			fused predicted oxidoreductase, Fe-S subunit and nucleotide-binding subunit
ANC_00673	CDS	1449	uacT			urate:H+ symporter
ANC_00674	CDS	126	yqfG			small predicted membrane protein
ANC_00675	CDS	549	idi	5.3.3.2		isopentenyl diphosphate isomerase
ANC_00676	CDS	1518	lysS	6.1.1.6		lysyl tRNA synthetase (LysRSs), constitutive
ANC_00677	CDS	882	prfB_1			peptide chain release factor RF2
ANC_00678	CDS	1734	recJ			RecJ
ANC_00679	CDS	711	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
ANC_00680	CDS	897	xerD			site-specific recombinase
ANC_00681	CDS	522	fldB		COG0716	Flavodoxin 2
ANC_00682	CDS	408	cptA			toxin of the CptA-CptB toxin-antitoxin system
ANC_00683	CDS	267	cptB			antitoxin of the CptA-CptB toxin-antitoxin system
ANC_00684	CDS	981	ygfZ			folate-binding protein
ANC_00685	CDS	660	yqfA			putative oxidoreductase, inner membrane subunit
ANC_00686	CDS	312				hypothetical protein
ANC_00687	CDS	1434	bglA	3.2.1.86		6-phospho-beta-glucosidase A
ANC_00688	CDS	744	ygfF			putative NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain protein
ANC_00689	CDS	381				hypothetical protein
ANC_00690	CDS	891	rarD			putative chloramphenicol resistance permease
ANC_00691	CDS	468				hypothetical protein
ANC_00692	CDS	870	pldA	3.1.1.4		outer membrane phospholipase
ANC_00693	CDS	1836	recQ			ATP-dependent DNA helicase
ANC_00694	CDS	621	rhtC			RhtC threonine Rht Transporter
ANC_00695	CDS	621	rhtB			homoserine / homoserine lactone efflux transporter
ANC_00696	CDS	1023	pldB	3.1.1.5		lysophospholipase L(2)
ANC_00697	CDS	801	yigL	3.1.3.23		sugar phosphatase
ANC_00698	CDS	900	yigM			putative inner membrane protein
ANC_00699	CDS	954	metR			MetR-L-homocysteine
ANC_00700	CDS	2262	metE	2.1.1.14		cobalamin-independent homocysteine transmethylase
ANC_00701	CDS	897	ydhB_1			protein with similarity to transcriptional regulators
ANC_00702	CDS	1224	codB_1			cytosine transporter
ANC_00703	CDS	390	atzF	3.5.1.54		Allophanate hydrolase
ANC_00704	CDS	957	yqeA_2			putative amino acid kinase
ANC_00705	CDS	1476				hypothetical protein
ANC_00706	CDS	1560	yahF_1			putative acyl-CoA synthetase with NAD(P)-binding domain and succinyl-CoA synthetase domain protein
ANC_00707	CDS	861				hypothetical protein
ANC_00708	CDS	669	rutB_1	3.5.1		peroxyureidoacrylate / ureidoacrylate amido hydrolase
ANC_00709	CDS	96				hypothetical protein
ANC_00710	CDS	810	ysgA_1	3.1.1.45		putative hydrolase
ANC_00711	CDS	765	udp	2.4.2.3		uridine phosphorylase
ANC_00712	CDS	1491				hypothetical protein
ANC_00713	CDS	507				hypothetical protein
ANC_00714	CDS	975				hypothetical protein
ANC_00715	CDS	630	dgoA_1	4.1.2.21		2-oxo-3-deoxygalactonate 6-phosphate aldolase
ANC_00716	CDS	1005	dgoK_1	2.7.1.58		2-dehydro-3-deoxygalactonate kinase
ANC_00717	CDS	768	yagI			CP4-6 prophage; predicted DNA-binding transcriptional regulator
